AnimalGroup,Animal,Species,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,symptoms1_cluster,symptoms1_corrected,symptoms1_canonical,symptoms2_cluster,symptoms2_corrected,symptoms2_canonical,symptoms3_cluster,symptoms3_corrected,symptoms3_canonical,symptoms4_cluster,symptoms4_corrected,symptoms4_canonical,symptoms5_cluster,symptoms5_corrected,symptoms5_canonical
mammal,even-toed ungulates,buffalo,lack of walking,lack of flying,roughened,dehydration,pains,yes,91,lack of walking,lack of walking,65,lack of flying,lack of flying,178,roughened,roughen,35,dehydration,dehydration,394,pains,striving
mammal,even-toed ungulates,buffalo,skin rashes,small and yellow bumps,swelling,dry scabs,lameness,yes,87,skin rashes,skin rashes,24,small and yellow bumps,small and yellow bumps,7,swelling,swelling,144,dry scabs,dry scabs,51,lameness,lameness
mammal,even-toed ungulates,buffalo,scabs on feet,redness,trachea,thickening of skin,pains,yes,78,scabs on feet,scabs on feet,210,redness,inflammation,406,trachea,trachea,110,thickening of skin,thickening of skin,394,pains,striving
mammal,even-toed ungulates,buffalo,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss,yes,416,enlarged thymus,enlarged thymus,32,obstructed lungs,obstructed lungs,312,lethargy,lethargy,87,skin rashes,skin rashes,185,weight loss,weight loss
mammal,even-toed ungulates,buffalo,fluffed feather,loss of appetite,coughing,vomiting,snoring,yes,188,fluffed feather,fluffed feather,4,loss of appetite,loss of appetite,86,coughing,cough,268,vomiting,vomit,381,snoring,snore
mammal,even-toed ungulates,buffalo,fever,difficultty in breathing,yellow eye,sneezing,diphtherictic,yes,175,fever,fever,9,difficulty in breathing,difficulty in breathing,62,yellow eye,yellow eye,49,sneezing,sneeze,221,diphtheria tic,diphtheria tic
mammal,even-toed ungulates,buffalo,heavy breathing,yellow in beak,tail bobbing,weakness,sleeping excessively,yes,9,heavy breathing,heavy breathing,415,yellow in beak,yellow in beak,66,tail bobbing,tail bobbing,266,weakness,failing,392,sleeping excessively,sleeping excessively
mammal,even-toed ungulates,buffalo,puffed up feather,less eat,headache,half closed eye,seizures,yes,188,puffed up feather,puffed up feather,374,less eat,less eat,166,headache,concern,160,half closed eye,half closed eye,60,seizures,seizure
mammal,even-toed ungulates,buffalo,fever,diarrhea,swollen abdomen,vomiting,difficulty in breathing,yes,175,fever,fever,17,diarrhoea,diarrhea,70,swollen abdomen,swollen abdomen,268,vomiting,vomit,9,difficulty in breathing,difficulty in breathing
mammal,even-toed ungulates,buffalo,tail wagging,straining,lethargy,weakness,diarrhea,yes,66,tail wagging,tail wagging,271,straining,strain,312,lethargy,lethargy,266,weakness,failing,17,diarrhoea,diarrhea
mammal,even-toed ungulates,buffalo,overweight,loss of appetite,ruffled feathers,depression,diarrhea,yes,59,overweight,corpulence,4,loss of appetite,loss of appetite,195,ruffled feathers,ruffled feathers,43,depression,depression,17,diarrhoea,diarrhea
mammal,even-toed ungulates,buffalo,dejection,loss of appetite,stress,coughing,pains,yes,222,dejection,dejection,4,loss of appetite,loss of appetite,43,stress,stress,86,coughing,cough,394,pains,striving
mammal,even-toed ungulates,buffalo,skin infection,secondary infection,coughing,depression,shaking oh head,yes,87,skin infection,skin infection,30,secondary infection,secondary infection,86,coughing,cough,43,depression,depression,196,shaking of head,shaking of head
mammal,even-toed ungulates,buffalo,discharge from eyes,lethargy,coughing,sneezing,fatique,yes,105,discharge from eyes,discharge from eyes,312,lethargy,lethargy,86,coughing,cough,49,sneezing,sneeze,413,fatigue,fatigue
mammal,even-toed ungulates,buffalo,fever,chills,retarded growth,chest pain,chest pain,yes,175,fever,fever,359,chills,chill,34,retarded growth,retarded growth,430,chest pain,chest pain,430,chest pain,chest pain
mammal,even-toed ungulates,buffalo,pale comb,lame,death,swolling of joint,eye closed,yes,92,pale comb,pale comb,256,lame,square,25,death,death,7,swelling of joint,swelling of joint,160,eye closed,eye closed
mammal,even-toed ungulates,buffalo,lethargy,loss of appetite,difficulty in swallowing,weakness,vision problem,yes,312,lethargy,lethargy,4,loss of appetite,loss of appetite,2,difficulty in swallowing,difficulty in swallowing,266,weakness,failing,12,vision problem,vision problem
mammal,even-toed ungulates,buffalo,emaciation,difficulty in breathing,vomiting,weakness,diarrhea,yes,148,emaciation,bonyness,9,difficulty in breathing,difficulty in breathing,268,vomiting,vomit,266,weakness,failing,17,diarrhoea,diarrhea
mammal,even-toed ungulates,buffalo,liquid dropping,exhaustion,ataxia,lethargy,seizures,yes,74,liquid dropping,liquid dropping,413,exhaustion,exhaustion,56,ataxia,ataxia,312,lethargy,lethargy,60,seizures,seizure
mammal,even-toed ungulates,buffalo,undigested in their feces,loss of appetite,loss of pigment,weakness,bloody in feather,yes,427,undigested in their fees,undigested in their fees,4,loss of appetite,loss of appetite,68,loss of pigment,loss of pigment,266,weakness,failing,261,bloody in feather,bloody in feather
mammal,even-toed ungulates,buffalo,sharp feather,clubbed feather,eye disharge,loss of powder down,diarrhea,yes,188,sharp feather,sharp feather,188,clubbed feather,clubbed feather,105,eye discharge,eye discharge,382,loss of powder down,loss of powder down,17,diarrhoea,diarrhea
mammal,even-toed ungulates,buffalo,ruffled appearance,loss of appetite,vomiting,green dropping,nasal discharge,yes,195,ruffled appearance,ruffled appearance,4,loss of appetite,loss of appetite,268,vomiting,vomit,47,green dropping,green dropping,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,buffalo,sinuses,swollen eyelids,skin rashes,sneezing,misshapen beak,yes,254,sinuses,fistula,7,swollen eyelids,swollen eyelids,87,skin rashes,skin rashes,49,sneezing,sneeze,150,misshapen beak,misshapen beak
mammal,even-toed ungulates,buffalo,feather loss,feather plucking,coughing,itching,nasal discharge,yes,8,feather loss,feather loss,8,feather plucking,feather plucking,86,coughing,cough,343,itching,itch,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,buffalo,watery eyes,eye closed,weight loss,sneezing,nervous issue,yes,155,watery eyes,watery eyes,160,eye closed,eye closed,185,weight loss,weight loss,49,sneezing,sneeze,115,nervous issue,nervous issue
mammal,even-toed ungulates,buffalo,bony lesion,skin rashes,ataxia,anorexia,weakness,yes,18,bony lesion,bony lesion,87,skin rashes,skin rashes,56,ataxia,ataxia,56,anorexia,anorexia,266,weakness,failing
mammal,even-toed ungulates,buffalo,tremor of head and neck,blindness,kicking at the belly,exercise in tolerance,pains,yes,109,tremor of head and neck,tremor of head and neck,184,blindness,blindness,106,kicking at the belly,kicking at the belly,364,exercise in tolerance,exercise in tolerance,394,pains,striving
mammal,even-toed ungulates,buffalo,swollen belly,dullness,discharge,urination,lying down,yes,70,swollen belly,swollen belly,67,dullness,dullness,105,discharge,discharge,309,urination,micturition,161,lying down,lying down
mammal,even-toed ungulates,buffalo,fever,dullness,depression,weight loss,anorexia,yes,175,fever,fever,67,dullness,dullness,43,depression,depression,185,weight loss,weight loss,56,anorexia,anorexia
mammal,even-toed ungulates,buffalo,fever,succumb,spread of infection,weight loss,anorexia,yes,175,fever,fever,190,succumb,yield,30,spread of infection,spread of infection,185,weight loss,weight loss,56,anorexia,anorexia
mammal,even-toed ungulates,buffalo,signs in rams,signs in ewe,underdeveloped muscles,semen examination,reduce lamp marking,yes,11,signs in rams,signs in rams,11,signs in ewe,signs in ewe,398,underdeveloped muscles,underdeveloped muscles,251,semen examination,semen examination,194,reduce lamp marking,reduce lamp marking
mammal,even-toed ungulates,buffalo,spines,unusally thin,weakness,enlarged skulls,weakness,yes,248,spines,spinal column,114,unusually thin,unusually thin,266,weakness,failing,301,enlarged skulls,enlarged skulls,266,weakness,failing
mammal,even-toed ungulates,buffalo,discharge,sudden abortion,hemoglobinuria,death of lamb,weight loss,yes,105,discharge,discharge,76,sudden abortion,sudden abortion,372,haemoglobin ria,haemoglobin ria,220,death of lamb,death of lamb,185,weight loss,weight loss
mammal,even-toed ungulates,buffalo,fever,hemolytic anemia,sweats,congestion,jaundice,yes,175,fever,fever,75,hem lytic anaemia,hem lytic anaemia,276,sweats,sweat suit,307,congestion,congestion,236,jaundice,jaundice
mammal,even-toed ungulates,buffalo,fever,tiredness,loss of appetite,muscle aches,chest pain,yes,175,fever,fever,413,tiredness,fatigue,4,loss of appetite,loss of appetite,38,muscle aches,muscle aches,430,chest pain,chest pain
mammal,even-toed ungulates,buffalo,excess salivation,diarrhea,depression,nasal discharge,weakness,yes,21,excess salivation,excess salivation,17,diarrhoea,diarrhea,43,depression,depression,102,nasal discharge,nasal discharge,266,weakness,failing
mammal,even-toed ungulates,buffalo,fever,diarrhea,incoordination,abortion,blood poisioning,yes,175,fever,fever,17,diarrhoea,diarrhea,361,incoordination,incoordination,76,abortion,abortion,27,blood poisoning,blood poisoning
mammal,even-toed ungulates,buffalo,fever,wasting,dehydration,deability,weakness,yes,175,fever,fever,56,wasting,cachexia,35,dehydration,dehydration,52,debility,infirmity,266,weakness,failing
mammal,even-toed ungulates,buffalo,fever,diarrhea,muscle twiching,lameness,weight loss,yes,175,fever,fever,17,diarrhoea,diarrhea,179,muscle twitching,muscle twitching,51,lameness,lameness,185,weight loss,weight loss
mammal,even-toed ungulates,buffalo,fever,depression,lying down,weak pulse,colic,yes,175,fever,fever,43,depression,depression,161,lying down,lying down,130,weak pulse,weak pulse,58,colic,colic
mammal,even-toed ungulates,buffalo,swelling,lameness,hyperaestesia,hock joint,weight loss,yes,7,swelling,swelling,51,lameness,lameness,315,hypertext asia,hypertext asia,282,hock joint,hock joint,185,weight loss,weight loss
mammal,even-toed ungulates,buffalo,head tilt,circling,muscles ache,blindness,seizures,yes,299,head tilt,head tilt,207,circling,circle,38,muscles ache,muscles ache,184,blindness,blindness,60,seizures,seizure
mammal,even-toed ungulates,buffalo,decreased growth of bone,depression,grunting,lameness,weight loss,yes,29,decreased growth of bone,decreased growth of bone,43,depression,depression,365,grunting,grunt,51,lameness,lameness,185,weight loss,weight loss
mammal,even-toed ungulates,buffalo,swollen left abdomen,lying down,staggering,urination,extension of neck,yes,70,swollen left abdomen,swollen left abdomen,161,lying down,lying down,390,staggering,stagger,309,urination,micturition,14,extension of neck,extension of neck
mammal,even-toed ungulates,buffalo,cessation of eructation,difficulty in breathing,depression,anorexia,colic,yes,322,cessation of education,cessation of education,9,difficulty in breathing,difficulty in breathing,43,depression,depression,56,anorexia,anorexia,58,colic,colic
mammal,even-toed ungulates,buffalo,fever,excession salivation,abnormal conformation,ulcerated muscle,ulcerated ear,yes,175,fever,fever,21,excess on salivation,excess on salivation,147,abnormal conformation,abnormal conformation,257,ulcerated muscle,ulcerated muscle,257,ulcerated ear,ulcerated ear
mammal,even-toed ungulates,buffalo,barren ewes,abortion,poor conformation,hairy fleeces,weight loss,yes,245,barren ewes,barren ewes,76,abortion,abortion,147,poor conformation,poor conformation,159,hairy fleeces,hairy fleeces,185,weight loss,weight loss
mammal,even-toed ungulates,pig,tremor,viability,coughing,anorexia,weight loss,yes,109,tremor,tremor,237,viability,viability,86,coughing,cough,56,anorexia,anorexia,185,weight loss,weight loss
mammal,even-toed ungulates,pig,fever,tachypea,swelling of head and neck,anorexia,nasal discharge,yes,175,fever,fever,407,tach yea,tach yea,7,swelling of head and neck,swelling of head and neck,56,anorexia,anorexia,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,pig,lllthrift,skin lesion,lameness,swelling on thebody,weight loss,yes,61,all thrift,all thrift,18,skin lesion,skin lesion,51,lameness,lameness,7,swelling on the body,swelling on the body,185,weight loss,weight loss
mammal,even-toed ungulates,pig,swelling,heat,flank,pain,nasal discharge,yes,7,swelling,swelling,438,heat,heat,348,flank,flank,95,pain,pain,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,pig,fever,loss of appetite,lameness,rump,weight loss,yes,175,fever,fever,4,loss of appetite,loss of appetite,51,lameness,lameness,50,rump,hindquarters,185,weight loss,weight loss
mammal,even-toed ungulates,pig,fever,swelling,loss of appetite,anorexia,weight loss,yes,175,fever,fever,7,swelling,swelling,4,loss of appetite,loss of appetite,56,anorexia,anorexia,185,weight loss,weight loss
mammal,even-toed ungulates,pig,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,yes,175,fever,fever,17,diarrhoea,diarrhea,74,bloody dropping,bloody dropping,149,abdominal discomfort,abdominal discomfort,312,lethargy,lethargy
mammal,even-toed ungulates,pig,fever,depression,small intestines,death,flock moratality,yes,175,fever,fever,43,depression,depression,358,small intestines,small intestines,25,death,death,399,flock mortality,flock mortality
mammal,even-toed ungulates,pig,haemorrhage,straw colored,abdominal pain,death,carcass decomposes,yes,99,haemorrhage,bleeding,64,straw coloured,straw coloured,149,abdominal pain,abdominal pain,25,death,death,303,carcass decomposes,carcass decomposes
mammal,even-toed ungulates,pig,bloody diarhhea,depression,dullness,death,weakness,yes,17,bloody diarrhoea,bloody diarrhoea,43,depression,depression,67,dullness,dullness,25,death,death,266,weakness,failing
mammal,even-toed ungulates,pig,reluctant move,loss of appetite,lameness,death,weakness,yes,120,reluctant move,reluctant move,4,loss of appetite,loss of appetite,51,lameness,lameness,25,death,death,266,weakness,failing
mammal,even-toed ungulates,pig,fever,depression,loss of appetite,loss of appetite,pains,yes,175,fever,fever,43,depression,depression,4,loss of appetite,loss of appetite,4,loss of appetite,loss of appetite,394,pains,striving
mammal,even-toed ungulates,pig,fever,difficulty in breathing,lethargy,death,pains,yes,175,fever,fever,9,difficulty in breathing,difficulty in breathing,312,lethargy,lethargy,25,death,death,394,pains,striving
mammal,even-toed ungulates,pig,poor wool,loss of appetite,lameness,small size,poor body condition,yes,28,poor wool,poor wool,4,loss of appetite,loss of appetite,51,lameness,lameness,290,small size,small size,33,poor body condition,poor body condition
mammal,even-toed ungulates,pig,poor immune function,achomotrica,dehydration,death,pains,yes,177,poor immune function,poor immune function,263,echo monica,echo monica,35,dehydration,dehydration,25,death,death,394,pains,striving
mammal,even-toed ungulates,pig,abdominal pain,diarrhea,malpresentation,shock,anorexia,yes,149,abdominal pain,abdominal pain,17,diarrhoea,diarrhea,333,a presentation,a presentation,229,shock,daze,56,anorexia,anorexia
mammal,even-toed ungulates,pig,fetopelvic dispropotion,uteria inertia,despression,death,pains,yes,225,get pelvic disproportion,get pelvic disproportion,426,uteri inertia,uteri inertia,43,depression,depression,25,death,death,394,pains,striving
mammal,even-toed ungulates,pig,watery diarrhea dispropotion,sick,corneal ulceration,loss of appetite,death,yes,17,watery diarrhoea disproportion,watery diarrhoea disproportion,227,sick,sick,1,corneal ulceration,corneal ulceration,4,loss of appetite,loss of appetite,25,death,death
mammal,even-toed ungulates,pig,severe kerititis,conjunctive,discharge,iris prolapse,loss of eye,yes,180,severe keratitis,severe keratitis,125,conjunctive,conjunction,105,discharge,discharge,228,iris prolapse,iris prolapse,19,loss of eye,loss of eye
mammal,even-toed ungulates,pig,swollen,testical pain,itches,bloody discharge,tenderness,yes,331,swollen,swell,234,test cal pain,test cal pain,78,itches,scabies,27,bloody discharge,bloody discharge,45,tenderness,tenderness
mammal,even-toed ungulates,pig,fever,diarrhea,depression,scratches,weight loss,yes,175,fever,fever,17,diarrhoea,diarrhea,43,depression,depression,129,scratches,abrasion,185,weight loss,weight loss
mammal,even-toed ungulates,pig,foul smelling,dullness,dirty,stained wool,tail shaking,yes,142,foul smelling,foul smelling,67,dullness,dullness,238,dirty,dirty,28,stained wool,stained wool,66,tail shaking,tail shaking
mammal,even-toed ungulates,pig,sheep often bites,fleece become thin,loss of wool,death,pains,yes,189,sheep often bites,sheep often bites,341,fleece become thin,fleece become thin,28,loss of wool,loss of wool,25,death,death,394,pains,striving
mammal,even-toed ungulates,pig,fever,dullness,dullness,skin rashes,pains,yes,175,fever,fever,67,dullness,dullness,67,dullness,dullness,87,skin rashes,skin rashes,394,pains,striving
mammal,even-toed ungulates,pig,fever,difficulty in breathing,rub,coughing,sneezing,yes,175,fever,fever,9,difficulty in breathing,difficulty in breathing,226,rub,hang-up,86,coughing,cough,49,sneezing,sneeze
mammal,even-toed ungulates,pig,restlessness,kick,lethargy,nible at their wool,scratching,yes,72,restlessness,restlessness,106,kick,kick,312,lethargy,lethargy,119,bible at their wool,bible at their wool,375,scratching,scrape
mammal,even-toed ungulates,pig,jaundice,loss of appetite,rough hair coat,coughing,death,yes,236,jaundice,jaundice,4,loss of appetite,loss of appetite,40,rough hair coat,rough hair coat,86,coughing,cough,25,death,death
mammal,even-toed ungulates,pig,fever,reduce reproductive potential,agalactia,loss of milk production,sloughing of the tail,yes,175,fever,fever,186,reduce reproductive potential,reduce reproductive potential,203,galactic,galactic,97,loss of milk production,loss of milk production,298,sloughing of the tail,sloughing of the tail
mammal,even-toed ungulates,pig,pyrexia,oral lesion,swelling,lameness,death,yes,175,pyrexia,fever,18,oral lesion,oral lesion,7,swelling,swelling,51,lameness,lameness,25,death,death
mammal,even-toed ungulates,pig,red skin,loss of appetite,moist,lameness,pains,yes,77,red skin,red skin,4,loss of appetite,loss of appetite,432,moist,damp,51,lameness,lameness,394,pains,striving
mammal,even-toed ungulates,pig,limping,skin colour change,flabby,raw,sensitive to touch,yes,51,limping,lameness,101,skin colour change,skin colour change,287,flabby,soft,275,raw,raw,170,sensitive to touch,sensitive to touch
mammal,even-toed ungulates,pig,groosly enlarged,skin may thicken,convulsion,edematous,pains,yes,93,grossly enlarged,grossly enlarged,110,skin may thicken,skin may thicken,168,convulsion,paroxysm,205,exempt us,exempt us,394,pains,striving
mammal,even-toed ungulates,pig,hyperexcitability,muscular spasms,gums,death,pains,yes,124,hype excitability,hype excitability,98,muscular spasms,muscular spasms,377,gums,chewing gum,25,death,death,394,pains,striving
mammal,even-toed ungulates,pig,decreased eyelid,very cold skin,lethargy,lip,fever,yes,20,decreased eyelid,decreased eyelid,369,very cold skin,very cold skin,312,lethargy,lethargy,126,lip,lip,175,fever,fever
mammal,even-toed ungulates,pig,fever,diarrhea,muscus,weight loss,death,yes,175,fever,fever,17,diarrhoea,diarrhea,44,mucus,mucus,185,weight loss,weight loss,25,death,death
mammal,even-toed ungulates,pig,foul smelling,diarrhea,colic,bloody discharge,blood clots,yes,142,foul smelling,foul smelling,17,diarrhoea,diarrhea,58,colic,colic,27,bloody discharge,bloody discharge,27,blood clots,blood clots
mammal,even-toed ungulates,pig,inability to digest,diarrhea,dehydration,weight loss,anemia,yes,2,inability to digest,inability to digest,17,diarrhoea,diarrhea,35,dehydration,dehydration,185,weight loss,weight loss,422,anaemia,anemia
mammal,even-toed ungulates,pig,fever,diarrhea,pot belly,death,loss of appettite,yes,175,fever,fever,17,diarrhoea,diarrhea,136,pot belly,pot belly,25,death,death,4,loss of appetite,loss of appetite
mammal,even-toed ungulates,pig,emaciation,diarrhea,coughing,weight loss,death,yes,148,emaciation,bonyness,17,diarrhoea,diarrhea,86,coughing,cough,185,weight loss,weight loss,25,death,death
mammal,even-toed ungulates,pig,respiratory distress,diarrhea,death,reduce milk,weight loss,yes,32,respiratory distress,respiratory distress,17,diarrhoea,diarrhea,25,death,death,97,reduce milk,reduce milk,185,weight loss,weight loss
mammal,even-toed ungulates,pig,lllthrift,bottle jaw,strange behaviour,aneamia,jaundice,yes,61,all thrift,all thrift,183,bottle jaw,bottle jaw,342,strange behaviour,strange behaviour,422,anaemia,anemia,236,jaundice,jaundice
mammal,even-toed ungulates,pig,fever,lameness,wasting,blindness,staggering,yes,175,fever,fever,51,lameness,lameness,56,wasting,cachexia,184,blindness,blindness,390,staggering,stagger
mammal,even-toed ungulates,pig,fever,diarrhea,clearly unthrifty,weight loss,good appetite,yes,175,fever,fever,17,diarrhoea,diarrhea,61,clearly thrifty,clearly thrifty,185,weight loss,weight loss,4,good appetite,good appetite
mammal,even-toed ungulates,pig,fever,dullness,relunctance to walk,infected navels,pains,yes,175,fever,fever,67,dullness,dullness,90,reluctance to walk,reluctance to walk,137,infected navels,infected navels,394,pains,striving
mammal,even-toed ungulates,pig,tenderness,foot hot,facial paralysis,weight loss,pains,yes,45,tenderness,tenderness,118,foot hot,foot hot,13,facial paralysis,facial paralysis,185,weight loss,weight loss,394,pains,striving
mammal,even-toed ungulates,pig,fever,lack of coordination,painfull to touch,circling,depression,yes,175,fever,fever,91,lack of coordination,lack of coordination,170,painful to touch,painful to touch,207,circling,circle,43,depression,depression
mammal,even-toed ungulates,pig,swollen,warm,constipation,depression,bloody,yes,331,swollen,swell,241,warm,warm,212,constipation,constipation,43,depression,depression,261,bloody,bloody
mammal,even-toed ungulates,pig,fever,loss of appetite,stumbling,restlessness,pains,yes,175,fever,fever,4,loss of appetite,loss of appetite,250,stumbling,stumble,72,restlessness,restlessness,394,pains,striving
mammal,even-toed ungulates,pig,unsteady gait,twitching,blindness,swelling on joints,pains,yes,84,unsteady gait,unsteady gait,223,twitching,twitch,184,blindness,blindness,7,swelling on joints,swelling on joints,394,pains,striving
mammal,even-toed ungulates,pig,fever,ulcer,scabs,discharge from eye,pains,yes,175,fever,fever,257,ulcer,ulcer,78,scabs,scab,105,discharge from eye,discharge from eye,394,pains,striving
mammal,even-toed ungulates,pig,smell of ammonia,ulcer,depression,swelling,pains,yes,142,smell of ammonia,smell of ammonia,257,ulcer,ulcer,43,depression,depression,7,swelling,swelling,394,pains,striving
mammal,even-toed ungulates,pig,fever,lethargy,blindness,inappentence,increased in breathing,yes,175,fever,fever,312,lethargy,lethargy,184,blindness,blindness,242,ina sentence,ina sentence,182,increased in breathing,increased in breathing
mammal,even-toed ungulates,pig,wandering,circling,blindness,head pressing,recumbency,yes,401,wandering,wandering,207,circling,circle,184,blindness,blindness,299,head pressing,head pressing,385,recumbent,accumbent
mammal,even-toed ungulates,pig,tremors,lying on the side,difficulty in swallowing,death,not eating,yes,109,tremors,tremor,161,lying on the side,lying on the side,2,difficulty in swallowing,difficulty in swallowing,25,death,death,141,not eating,not eating
mammal,even-toed ungulates,pig,fever,difficulty in breathing,coughing,sneezing,seizures,yes,175,fever,fever,9,difficulty in breathing,difficulty in breathing,86,coughing,cough,49,sneezing,sneeze,60,seizures,seizure
mammal,even-toed ungulates,pig,swelling,loss of appetite,wool loss,tears,death,yes,7,swelling,swelling,4,loss of appetite,loss of appetite,28,wool loss,wool loss,332,tears,crying,25,death,death
mammal,even-toed ungulates,pig,wool is clumped,feels stiff,staggering,skin rashes,pains,yes,28,wool is clumped,wool is clumped,140,feels stiff,feels stiff,390,staggering,stagger,87,skin rashes,skin rashes,394,pains,striving
mammal,even-toed ungulates,pig,swaying,behaviour change,tremor,jerky limb movements,pains,yes,383,swaying,rock,48,behaviour change,behaviour change,109,tremor,tremor,123,jerky limb movements,jerky limb movements,394,pains,striving
mammal,even-toed ungulates,pig,cell damage,behaviour change,weight loss,pruritis,death,yes,211,cell damage,cell damage,48,behaviour change,behaviour change,185,weight loss,weight loss,308,pruritus,pruritus,25,death,death
mammal,even-toed ungulates,pig,swelling,discomfort,difficulty in rising,death,pains,yes,7,swelling,swelling,45,discomfort,discomfort,169,difficulty in rising,difficulty in rising,25,death,death,394,pains,striving
mammal,even-toed ungulates,pig,swollen,hot joints,pustulses,difficulty in walk,pains,yes,331,swollen,swell,424,hot joints,hot joints,197,pustules,pustule,90,difficulty in walk,difficulty in walk,394,pains,striving
mammal,even-toed ungulates,pig,formation of vesicles,nostrils,abnormally long leg,scabs on lip,pains,yes,247,formation of vesicles,formation of vesicles,216,nostrils,nostril,154,abnormally long leg,abnormally long leg,204,scabs on lip,scabs on lip,394,pains,striving
mammal,even-toed ungulates,pig,skeleten abnormalities,facial defects,hair loss,flat ribs,underdeveloped muscles,yes,428,skeleton abnormalities,skeleton abnormalities,131,facial defects,facial defects,403,hair loss,hair loss,240,flat ribs,flat ribs,398,underdeveloped muscles,underdeveloped muscles
mammal,cat-like,tiger,wether restless,kicking,normal appetite,attempt to urinate,pains,yes,347,wether restless,wether restless,106,kicking,kick,4,normal appetite,normal appetite,0,attempt to urinate,attempt to urinate,394,pains,striving
mammal,cat-like,tiger,inability to stand,pains to walk,depression,weakness,stiffness,yes,169,inability to stand,inability to stand,90,pains to walk,pains to walk,43,depression,depression,266,weakness,failing,140,stiffness,stiffness
mammal,cat-like,tiger,fever,succumb,sluggish,anorexia,pains,yes,175,fever,fever,190,succumb,yield,412,sluggish,sluggish,56,anorexia,anorexia,394,pains,striving
mammal,cat-like,tiger,listless,bottle jaw,malpresentation,death,oxygen defiency,yes,396,listless,listless,183,bottle jaw,bottle jaw,333,a presentation,a presentation,25,death,death,295,oxygen def ency,oxygen def ency
mammal,cat-like,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,yes,225,get pelvic disproportion,get pelvic disproportion,426,uteri inertia,uteri inertia,333,a presentation,a presentation,25,death,death,394,pains,striving
mammal,odd-toed ungulates,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,yes,225,get pelvic disproportion,get pelvic disproportion,426,uteri inertia,uteri inertia,333,a presentation,a presentation,25,death,death,394,pains,striving
mammal,odd-toed ungulates,donkey,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains,yes,225,get pelvic disproportion,get pelvic disproportion,426,uteri inertia,uteri inertia,9,fast breathing,fast breathing,25,death,death,394,pains,striving
mammal,odd-toed ungulates,donkey,coughing,panting,facial swelling,production of mucus,fatigue,yes,86,coughing,cough,354,panting,panting,7,facial swelling,facial swelling,44,production of mucus,production of mucus,413,fatigue,fatigue
mammal,odd-toed ungulates,donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,yes,86,cough,cough,49,sneeze,sneeze,42,droopy wings,droopy wings,14,twisted neck,twisted neck,42,droopy wings,droopy wings
mammal,odd-toed ungulates,donkey,shortness of breath,fatigue,chirping,loss of appetite,swollen abdomen,yes,9,shortness of breath,shortness of breath,413,fatigue,fatigue,122,chirping,peep,4,loss of appetite,loss of appetite,70,swollen abdomen,swollen abdomen
mammal,odd-toed ungulates,donkey,gasping,coughing,mild weakness,droopy wings,twisted neck,yes,405,gasping,pant,86,coughing,cough,46,mild weakness,mild weakness,42,droopy wings,droopy wings,14,twisted neck,twisted neck
mammal,odd-toed ungulates,donkey,excessive blood loss,dizziness and fainting,blurry vision,watery eyes,slow growth,yes,371,excessive blood loss,excessive blood loss,294,dizziness and fainting,dizziness and fainting,12,blurry vision,blurry vision,155,watery eyes,watery eyes,34,slow growth,slow growth
mammal,odd-toed ungulates,donkey,nosebleed,trauma,mild weakness,nose picking,dry air,yes,152,nosebleed,nosebleed,244,trauma,injury,46,mild weakness,mild weakness,224,nose picking,nose picking,88,dry air,dry air
mammal,odd-toed ungulates,donkey,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,yes,99,bleeding from other parts of the body,bleeding from other parts of the body,278,confusion,confusion,102,nasal discharge,nasal discharge,19,loss of alertness,loss of alertness,294,dizziness and fainting,dizziness and fainting
mammal,odd-toed ungulates,donkey,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose,yes,172,bad breath,bad breath,85,pawing at the face or nose,pawing at the face or nose,86,cough,cough,49,sneezing,sneeze,152,bleeding from the nose,bleeding from the nose
mammal,odd-toed ungulates,donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,yes,14,extending its neck,extending its neck,107,gasping for air,gasping for air,107,gasping for breath,gasping for breath,2,difficulty swallowing,difficulty swallowing,107,gasping for breath,gasping for breath
mammal,odd-toed ungulates,donkey,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck,yes,2,difficulty swallowing,difficulty swallowing,86,cough,cough,2,difficulty swallowing,difficulty swallowing,107,gasping for air,gasping for air,14,extending its neck,extending its neck
mammal,odd-toed ungulates,donkey,cough,gasping for air,weight loss,gasping for breath,extending its neck,yes,86,cough,cough,107,gasping for air,gasping for air,185,weight loss,weight loss,107,gasping for breath,gasping for breath,14,extending its neck,extending its neck
